Id,X,Y,Width,Height
10BN2,155000,568750,5000,6250
10DN2,155000,556250,5000,6250
10DN1,150000,556250,5000,6250
10BN1,150000,568750,5000,6250
10BZ1,150000,562500,5000,6250
10FN2,175000,568750,5000,6250
10CN1,140000,556250,5000,6250
09HZ2,135000,550000,5000,6250
11AN1,180000,568750,5000,6250
10FN1,170000,568750,5000,6250
10GZ1,160000,550000,5000,6250
10BZ2,155000,562500,5000,6250
10FZ2,175000,562500,5000,6250
10EN2,165000,568750,5000,6250
10GN2,165000,556250,5000,6250
10EZ1,160000,562500,5000,6250
10FZ1,170000,562500,5000,6250
11BN1,190000,568750,5000,6250
10HN1,170000,556250,5000,6250
11AN2,185000,568750,5000,6250
10HN2,175000,556250,5000,6250
10HZ2,175000,550000,5000,6250
10EZ2,165000,562500,5000,6250
11DZ2,195000,550000,5000,6250
11CZ1,180000,550000,5000,6250
11AZ2,185000,562500,5000,6250
11AZ1,180000,562500,5000,6250
11DN2,195000,556250,5000,6250
10GN1,160000,556250,5000,6250
10GZ2,165000,550000,5000,6250
10HZ1,170000,550000,5000,6250
11EN2,205000,568750,5000,6250
11CZ2,185000,550000,5000,6250
11BZ2,195000,562500,5000,6250
11DN1,190000,556250,5000,6250
11BZ1,190000,562500,5000,6250
11DZ1,190000,550000,5000,6250
11CN2,185000,556250,5000,6250
11BN2,195000,568750,5000,6250
11EZ2,205000,562500,5000,6250
11GN2,205000,556250,5000,6250
11CN1,180000,556250,5000,6250
11HN2,215000,556250,5000,6250
11GN1,200000,556250,5000,6250
11FN1,210000,568750,5000,6250
11HZ1,210000,550000,5000,6250
11FZ2,215000,562500,5000,6250
11EN1,200000,568750,5000,6250
11GZ1,200000,550000,5000,6250
11GZ2,205000,550000,5000,6250
11FN2,215000,568750,5000,6250
11EZ1,200000,562500,5000,6250
12CN1,220000,556250,5000,6250
12AZ2,225000,562500,5000,6250
11FZ1,210000,562500,5000,6250
12FN2,255000,568750,5000,6250
12BZ1,230000,562500,5000,6250
11HN1,210000,556250,5000,6250
12AN1,220000,568750,5000,6250
12BN1,230000,568750,5000,6250
12AN2,225000,568750,5000,6250
12BZ2,235000,562500,5000,6250
12AZ1,220000,562500,5000,6250
12EN1,240000,568750,5000,6250
12DN1,230000,556250,5000,6250
11HZ2,215000,550000,5000,6250
12CZ2,225000,550000,5000,6250
12BN2,235000,568750,5000,6250
12FN1,250000,568750,5000,6250
12DN2,235000,556250,5000,6250
12EZ2,245000,562500,5000,6250
12CN2,225000,556250,5000,6250
12CZ1,220000,550000,5000,6250
12DZ2,235000,550000,5000,6250
12GZ1,240000,550000,5000,6250
12EN2,245000,568750,5000,6250
12DZ1,230000,550000,5000,6250
12GN2,245000,556250,5000,6250
13AN1,260000,568750,5000,6250
12GZ2,245000,550000,5000,6250
12FZ2,255000,562500,5000,6250
12EZ1,240000,562500,5000,6250
12GN1,240000,556250,5000,6250
12HN1,250000,556250,5000,6250
12HN2,255000,556250,5000,6250
13BN2,275000,568750,5000,6250
12HZ1,250000,550000,5000,6250
12FZ1,250000,562500,5000,6250
13CZ2,265000,550000,5000,6250
13AZ2,265000,562500,5000,6250
13BN1,270000,568750,5000,6250
12HZ2,255000,550000,5000,6250
13AN2,265000,568750,5000,6250
14AN2,105000,543750,5000,6250
13DN2,275000,556250,5000,6250
13DZ2,275000,550000,5000,6250
13BZ2,275000,562500,5000,6250
13BZ1,270000,562500,5000,6250
13CZ1,260000,550000,5000,6250
13AZ1,260000,562500,5000,6250
14AZ2,105000,537500,5000,6250
14BZ2,115000,537500,5000,6250
13CN1,260000,556250,5000,6250
14EN2,125000,543750,5000,6250
14DZ1,110000,525000,5000,6250
14BZ1,110000,537500,5000,6250
14EN1,120000,543750,5000,6250
14EZ2,125000,537500,5000,6250
13CN2,265000,556250,5000,6250
14EZ1,120000,537500,5000,6250
13DN1,270000,556250,5000,6250
14BN1,110000,543750,5000,6250
14DZ2,115000,525000,5000,6250
14DN1,110000,531250,5000,6250
14CZ2,105000,525000,5000,6250
14CN2,105000,531250,5000,6250
13DZ1,270000,550000,5000,6250
14DN2,115000,531250,5000,6250
14HN2,135000,531250,5000,6250
14BN2,115000,543750,5000,6250
14GN2,125000,531250,5000,6250
14CZ1,100000,525000,5000,6250
14FN1,130000,543750,5000,6250
14FZ1,130000,537500,5000,6250
14FZ2,135000,537500,5000,6250
15CZ2,145000,525000,5000,6250
15EN2,165000,543750,5000,6250
15BN1,150000,543750,5000,6250
15EZ1,160000,537500,5000,6250
15EZ2,165000,537500,5000,6250
14GZ2,125000,525000,5000,6250
15BZ1,150000,537500,5000,6250
15CZ1,140000,525000,5000,6250
14HN1,130000,531250,5000,6250
14GN1,120000,531250,5000,6250
15BZ2,155000,537500,5000,6250
14HZ1,130000,525000,5000,6250
14HZ2,135000,525000,5000,6250
15FN2,175000,543750,5000,6250
14GZ1,120000,525000,5000,6250
15BN2,155000,543750,5000,6250
15EN1,160000,543750,5000,6250
15FN1,170000,543750,5000,6250
15FZ2,175000,537500,5000,6250
15GN2,165000,531250,5000,6250
15HZ1,170000,525000,5000,6250
15FZ1,170000,537500,5000,6250
16CN2,185000,531250,5000,6250
15HN1,170000,531250,5000,6250
16BN1,190000,543750,5000,6250
16AN1,180000,543750,5000,6250
15GZ2,165000,525000,5000,6250
16AN2,185000,543750,5000,6250
16CN1,180000,531250,5000,6250
16AZ1,180000,537500,5000,6250
16BN2,195000,543750,5000,6250
16DN1,190000,531250,5000,6250
16AZ2,185000,537500,5000,6250
16CZ2,185000,525000,5000,6250
16CZ1,180000,525000,5000,6250
16DN2,195000,531250,5000,6250
16BZ2,195000,537500,5000,6250
15HZ2,175000,525000,5000,6250
15HN2,175000,531250,5000,6250
16EN1,200000,543750,5000,6250
16DZ1,190000,525000,5000,6250
16FN2,215000,543750,5000,6250
16FN1,210000,543750,5000,6250
16GN1,200000,531250,5000,6250
16EZ2,205000,537500,5000,6250
16HN1,210000,531250,5000,6250
16FZ1,210000,537500,5000,6250
16EN2,205000,543750,5000,6250
17AN2,225000,543750,5000,6250
16FZ2,215000,537500,5000,6250
16EZ1,200000,537500,5000,6250
17AZ2,225000,537500,5000,6250
16DZ2,195000,525000,5000,6250
16HN2,215000,531250,5000,6250
16BZ1,190000,537500,5000,6250
16GZ1,200000,525000,5000,6250
16HZ1,210000,525000,5000,6250
16HZ2,215000,525000,5000,6250
16GZ2,205000,525000,5000,6250
17BZ1,230000,537500,5000,6250
17EN2,245000,543750,5000,6250
17CZ2,225000,525000,5000,6250
17EN1,240000,543750,5000,6250
16GN2,205000,531250,5000,6250
17CN2,225000,531250,5000,6250
17AN1,220000,543750,5000,6250
17AZ1,220000,537500,5000,6250
17BN2,235000,543750,5000,6250
17FZ1,250000,537500,5000,6250
17DZ1,230000,525000,5000,6250
17BZ2,235000,537500,5000,6250
17FN1,250000,543750,5000,6250
17DN2,235000,531250,5000,6250
17CZ1,220000,525000,5000,6250
17BN1,230000,543750,5000,6250
17HZ2,255000,525000,5000,6250
17CN1,220000,531250,5000,6250
17GN2,245000,531250,5000,6250
17EZ1,240000,537500,5000,6250
17DN1,230000,531250,5000,6250
17GZ1,240000,525000,5000,6250
17EZ2,245000,537500,5000,6250
17FN2,255000,543750,5000,6250
17HZ1,250000,525000,5000,6250
18CZ2,265000,525000,5000,6250
17DZ2,235000,525000,5000,6250
18AN1,260000,543750,5000,6250
18CN1,260000,531250,5000,6250
18BN1,270000,543750,5000,6250
18BZ1,270000,537500,5000,6250
19AN2,105000,518750,5000,6250
17HN1,250000,531250,5000,6250
18AN2,265000,543750,5000,6250
17FZ2,255000,537500,5000,6250
18AZ1,260000,537500,5000,6250
17HN2,255000,531250,5000,6250
18AZ2,265000,537500,5000,6250
19AN1,100000,518750,5000,6250
17GN1,240000,531250,5000,6250
17GZ2,245000,525000,5000,6250
19BN2,115000,518750,5000,6250
18CZ1,260000,525000,5000,6250
19BZ2,115000,512500,5000,6250
19CN2,105000,506250,5000,6250
19AZ2,105000,512500,5000,6250
19BZ1,110000,512500,5000,6250
18CN2,265000,531250,5000,6250
19AZ1,100000,512500,5000,6250
18HZ2,95000,500000,5000,6250
19CZ1,100000,500000,5000,6250
19CZ2,105000,500000,5000,6250
19DN1,110000,506250,5000,6250
19EZ2,125000,512500,5000,6250
19DN2,115000,506250,5000,6250
19CN1,100000,506250,5000,6250
19BN1,110000,518750,5000,6250
19EN1,120000,518750,5000,6250
19FZ2,135000,512500,5000,6250
19DZ1,110000,500000,5000,6250
19EZ1,120000,512500,5000,6250
19EN2,125000,518750,5000,6250
19HZ2,135000,500000,5000,6250
19FN1,130000,518750,5000,6250
19GN2,125000,506250,5000,6250
19FN2,135000,518750,5000,6250
19FZ1,130000,512500,5000,6250
19HZ1,130000,500000,5000,6250
19HN1,130000,506250,5000,6250
20BN1,150000,518750,5000,6250
19DZ2,115000,500000,5000,6250
19GZ1,120000,500000,5000,6250
20AN2,145000,518750,5000,6250
20DN2,155000,506250,5000,6250
19GZ2,125000,500000,5000,6250
20BZ1,150000,512500,5000,6250
19GN1,120000,506250,5000,6250
20DN1,150000,506250,5000,6250
20BN2,155000,518750,5000,6250
20AZ1,140000,512500,5000,6250
20EZ2,165000,512500,5000,6250
20AN1,140000,518750,5000,6250
20FZ1,170000,512500,5000,6250
20DZ1,150000,500000,5000,6250
20BZ2,155000,512500,5000,6250
20EN2,165000,518750,5000,6250
20FN1,170000,518750,5000,6250
20HN1,170000,506250,5000,6250
20DZ2,155000,500000,5000,6250
20GN1,160000,506250,5000,6250
20GZ1,160000,500000,5000,6250
20FN2,175000,518750,5000,6250
20FZ2,175000,512500,5000,6250
20HN2,175000,506250,5000,6250
20GZ2,165000,500000,5000,6250
20HZ2,175000,500000,5000,6250
20GN2,165000,506250,5000,6250
21AN1,180000,518750,5000,6250
21CZ2,185000,500000,5000,6250
20HZ1,170000,500000,5000,6250
21AZ2,185000,512500,5000,6250
21CN1,180000,506250,5000,6250
21AN2,185000,518750,5000,6250
21EN1,200000,518750,5000,6250
21BN1,190000,518750,5000,6250
21BZ2,195000,512500,5000,6250
21BN2,195000,518750,5000,6250
21DZ1,190000,500000,5000,6250
21DN1,190000,506250,5000,6250
21CN2,185000,506250,5000,6250
21BZ1,190000,512500,5000,6250
21CZ1,180000,500000,5000,6250
21EZ2,205000,512500,5000,6250
21DN2,195000,506250,5000,6250
21AZ1,180000,512500,5000,6250
21FZ1,210000,512500,5000,6250
21DZ2,195000,500000,5000,6250
21FN1,210000,518750,5000,6250
21FN2,215000,518750,5000,6250
21EN2,205000,518750,5000,6250
21GZ2,205000,500000,5000,6250
21EZ1,200000,512500,5000,6250
21HZ2,215000,500000,5000,6250
22AZ1,220000,512500,5000,6250
21HN2,215000,506250,5000,6250
21HZ1,210000,500000,5000,6250
21FZ2,215000,512500,5000,6250
21HN1,210000,506250,5000,6250
22BN1,230000,518750,5000,6250
21GZ1,200000,500000,5000,6250
22AZ2,225000,512500,5000,6250
22AN2,225000,518750,5000,6250
22CN2,225000,506250,5000,6250
21GN1,200000,506250,5000,6250
22AN1,220000,518750,5000,6250
22BZ1,230000,512500,5000,6250
22BZ2,235000,512500,5000,6250
22CN1,220000,506250,5000,6250
22BN2,235000,518750,5000,6250
22DN2,235000,506250,5000,6250
22CZ1,220000,500000,5000,6250
22DN1,230000,506250,5000,6250
21GN2,205000,506250,5000,6250
22EN1,240000,518750,5000,6250
22FN1,250000,518750,5000,6250
22FN2,255000,518750,5000,6250
22EZ2,245000,512500,5000,6250
22EN2,245000,518750,5000,6250
22EZ1,240000,512500,5000,6250
22DZ2,235000,500000,5000,6250
22CZ2,225000,500000,5000,6250
22GN1,240000,506250,5000,6250
22DZ1,230000,500000,5000,6250
22GZ1,240000,500000,5000,6250
23AN2,265000,518750,5000,6250
23AN1,260000,518750,5000,6250
22FZ2,255000,512500,5000,6250
23AZ2,265000,512500,5000,6250
24FN2,95000,493750,5000,6250
22GN2,245000,506250,5000,6250
25AN2,105000,493750,5000,6250
24FZ2,95000,487500,5000,6250
25AZ1,100000,487500,5000,6250
22GZ2,245000,500000,5000,6250
23AZ1,260000,512500,5000,6250
25AZ2,105000,487500,5000,6250
24HN1,90000,481250,5000,6250
24HN2,95000,481250,5000,6250
25BZ2,115000,487500,5000,6250
24HZ1,90000,475000,5000,6250
25AN1,100000,493750,5000,6250
25BN2,115000,493750,5000,6250
24HZ2,95000,475000,5000,6250
25BN1,110000,493750,5000,6250
25CZ2,105000,475000,5000,6250
25BZ1,110000,487500,5000,6250
25CN1,100000,481250,5000,6250
25DZ1,110000,475000,5000,6250
25DN1,110000,481250,5000,6250
25EN1,120000,493750,5000,6250
25CN2,105000,481250,5000,6250
25DZ2,115000,475000,5000,6250
25EZ1,120000,487500,5000,6250
25EN2,125000,493750,5000,6250
25CZ1,100000,475000,5000,6250
25FN1,130000,493750,5000,6250
25DN2,115000,481250,5000,6250
25FN2,135000,493750,5000,6250
25EZ2,125000,487500,5000,6250
25FZ2,135000,487500,5000,6250
25FZ1,130000,487500,5000,6250
25GN1,120000,481250,5000,6250
25GZ2,125000,475000,5000,6250
25GN2,125000,481250,5000,6250
25HN1,130000,481250,5000,6250
26AN2,145000,493750,5000,6250
26AN1,140000,493750,5000,6250
25HZ1,130000,475000,5000,6250
25GZ1,120000,475000,5000,6250
26BZ1,150000,487500,5000,6250
25HZ2,135000,475000,5000,6250
26BZ2,155000,487500,5000,6250
26AZ1,140000,487500,5000,6250
26AZ2,145000,487500,5000,6250
26CZ2,145000,475000,5000,6250
26BN2,155000,493750,5000,6250
26BN1,150000,493750,5000,6250
26DN2,155000,481250,5000,6250
25HN2,135000,481250,5000,6250
26DZ2,155000,475000,5000,6250
26CN1,140000,481250,5000,6250
26CN2,145000,481250,5000,6250
26DN1,150000,481250,5000,6250
26FN1,170000,493750,5000,6250
26DZ1,150000,475000,5000,6250
26CZ1,140000,475000,5000,6250
26EN2,165000,493750,5000,6250
26GN2,165000,481250,5000,6250
26EZ1,160000,487500,5000,6250
26EZ2,165000,487500,5000,6250
26FZ2,175000,487500,5000,6250
26EN1,160000,493750,5000,6250
26FZ1,170000,487500,5000,6250
26FN2,175000,493750,5000,6250
26HN2,175000,481250,5000,6250
26GN1,160000,481250,5000,6250
26GZ1,160000,475000,5000,6250
26GZ2,165000,475000,5000,6250
26HZ2,175000,475000,5000,6250
26HZ1,170000,475000,5000,6250
27AZ2,185000,487500,5000,6250
27AN1,180000,493750,5000,6250
27AZ1,180000,487500,5000,6250
27BZ1,190000,487500,5000,6250
27BN2,195000,493750,5000,6250
27CZ2,185000,475000,5000,6250
26HN1,170000,481250,5000,6250
27AN2,185000,493750,5000,6250
27BN1,190000,493750,5000,6250
27CN1,180000,481250,5000,6250
27DZ1,190000,475000,5000,6250
27CN2,185000,481250,5000,6250
27BZ2,195000,487500,5000,6250
27CZ1,180000,475000,5000,6250
27EN2,205000,493750,5000,6250
27FN1,210000,493750,5000,6250
27DN1,190000,481250,5000,6250
27DN2,195000,481250,5000,6250
27EZ2,205000,487500,5000,6250
27EN1,200000,493750,5000,6250
27EZ1,200000,487500,5000,6250
27FZ1,210000,487500,5000,6250
27GN1,200000,481250,5000,6250
27DZ2,195000,475000,5000,6250
27GN2,205000,481250,5000,6250
27FN2,215000,493750,5000,6250
27FZ2,215000,487500,5000,6250
27GZ2,205000,475000,5000,6250
27GZ1,200000,475000,5000,6250
28BN2,235000,493750,5000,6250
27HN2,215000,481250,5000,6250
28AN2,225000,493750,5000,6250
27HZ1,210000,475000,5000,6250
28AN1,220000,493750,5000,6250
27HN1,210000,481250,5000,6250
28BZ1,230000,487500,5000,6250
27HZ2,215000,475000,5000,6250
28DN2,235000,481250,5000,6250
28BZ2,235000,487500,5000,6250
28AZ1,220000,487500,5000,6250
28CZ1,220000,475000,5000,6250
28DZ2,235000,475000,5000,6250
28CZ2,225000,475000,5000,6250
28AZ2,225000,487500,5000,6250
28CN2,225000,481250,5000,6250
28DN1,230000,481250,5000,6250
28EZ2,245000,487500,5000,6250
28BN1,230000,493750,5000,6250
28GN1,240000,481250,5000,6250
28EN2,245000,493750,5000,6250
28FZ2,255000,487500,5000,6250
28CN1,220000,481250,5000,6250
28FN1,250000,493750,5000,6250
28DZ1,230000,475000,5000,6250
28EN1,240000,493750,5000,6250
28FN2,255000,493750,5000,6250
28EZ1,240000,487500,5000,6250
28FZ1,250000,487500,5000,6250
28GZ1,240000,475000,5000,6250
28HZ2,255000,475000,5000,6250
28HZ1,250000,475000,5000,6250
28GN2,245000,481250,5000,6250
29AN2,265000,493750,5000,6250
28HN1,250000,481250,5000,6250
29AZ2,265000,487500,5000,6250
29AZ1,260000,487500,5000,6250
29AN1,260000,493750,5000,6250
28GZ2,245000,475000,5000,6250
30DZ1,70000,450000,5000,6250
29CN1,260000,481250,5000,6250
30DZ2,75000,450000,5000,6250
29CZ1,260000,475000,5000,6250
28HN2,255000,481250,5000,6250
30EN2,85000,468750,5000,6250
29CN2,265000,481250,5000,6250
30FZ1,90000,462500,5000,6250
30EZ1,80000,462500,5000,6250
30FN1,90000,468750,5000,6250
29CZ2,265000,475000,5000,6250
30FN2,95000,468750,5000,6250
30GN1,80000,456250,5000,6250
30HN1,90000,456250,5000,6250
30GZ1,80000,450000,5000,6250
30HZ2,95000,450000,5000,6250
30GZ2,85000,450000,5000,6250
30DN2,75000,456250,5000,6250
30EZ2,85000,462500,5000,6250
30FZ2,95000,462500,5000,6250
31AZ1,100000,462500,5000,6250
30GN2,85000,456250,5000,6250
31AN1,100000,468750,5000,6250
30HN2,95000,456250,5000,6250
30HZ1,90000,450000,5000,6250
31AZ2,105000,462500,5000,6250
31BN2,115000,468750,5000,6250
31BZ1,110000,462500,5000,6250
31BZ2,115000,462500,5000,6250
31DN1,110000,456250,5000,6250
31CZ1,100000,450000,5000,6250
31AN2,105000,468750,5000,6250
31BN1,110000,468750,5000,6250
31EZ1,120000,462500,5000,6250
31DN2,115000,456250,5000,6250
31CN2,105000,456250,5000,6250
31DZ1,110000,450000,5000,6250
31CN1,100000,456250,5000,6250
31EN1,120000,468750,5000,6250
31CZ2,105000,450000,5000,6250
31EN2,125000,468750,5000,6250
31GN2,125000,456250,5000,6250
31EZ2,125000,462500,5000,6250
31FZ1,130000,462500,5000,6250
31DZ2,115000,450000,5000,6250
31FN1,130000,468750,5000,6250
31GZ1,120000,450000,5000,6250
32AN1,140000,468750,5000,6250
31GN1,120000,456250,5000,6250
31FN2,135000,468750,5000,6250
31FZ2,135000,462500,5000,6250
32AN2,145000,468750,5000,6250
32AZ1,140000,462500,5000,6250
31HZ2,135000,450000,5000,6250
32AZ2,145000,462500,5000,6250
32BN2,155000,468750,5000,6250
31HN1,130000,456250,5000,6250
31HZ1,130000,450000,5000,6250
32CZ1,140000,450000,5000,6250
31GZ2,125000,450000,5000,6250
32BN1,150000,468750,5000,6250
32CN1,140000,456250,5000,6250
31HN2,135000,456250,5000,6250
32DN2,155000,456250,5000,6250
32CN2,145000,456250,5000,6250
32CZ2,145000,450000,5000,6250
32DZ1,150000,450000,5000,6250
32BZ2,155000,462500,5000,6250
32HN1,170000,456250,5000,6250
32FN1,170000,468750,5000,6250
32BZ1,150000,462500,5000,6250
32FN2,175000,468750,5000,6250
32HN2,175000,456250,5000,6250
32EN1,160000,468750,5000,6250
32FZ1,170000,462500,5000,6250
32DZ2,155000,450000,5000,6250
32GN2,165000,456250,5000,6250
32FZ2,175000,462500,5000,6250
32EZ1,160000,462500,5000,6250
32DN1,150000,456250,5000,6250
32GZ2,165000,450000,5000,6250
32EN2,165000,468750,5000,6250
32EZ2,165000,462500,5000,6250
32HZ1,170000,450000,5000,6250
32HZ2,175000,450000,5000,6250
32GN1,160000,456250,5000,6250
33CN1,180000,456250,5000,6250
33BN1,190000,468750,5000,6250
33BZ2,195000,462500,5000,6250
33EN1,200000,468750,5000,6250
33AZ1,180000,462500,5000,6250
33CN2,185000,456250,5000,6250
32GZ1,160000,450000,5000,6250
33DN2,195000,456250,5000,6250
33AN1,180000,468750,5000,6250
33AN2,185000,468750,5000,6250
33AZ2,185000,462500,5000,6250
33EZ2,205000,462500,5000,6250
33CZ1,180000,450000,5000,6250
33BZ1,190000,462500,5000,6250
33DZ2,195000,450000,5000,6250
33EN2,205000,468750,5000,6250
33BN2,195000,468750,5000,6250
33DN1,190000,456250,5000,6250
34AN1,220000,468750,5000,6250
34AZ1,220000,462500,5000,6250
33FZ1,210000,462500,5000,6250
33GN1,200000,456250,5000,6250
33FZ2,215000,462500,5000,6250
33FN1,210000,468750,5000,6250
33GN2,205000,456250,5000,6250
33FN2,215000,468750,5000,6250
33DZ1,190000,450000,5000,6250
33EZ1,200000,462500,5000,6250
33GZ2,205000,450000,5000,6250
33CZ2,185000,450000,5000,6250
34AN2,225000,468750,5000,6250
33GZ1,200000,450000,5000,6250
34AZ2,225000,462500,5000,6250
33HN1,210000,456250,5000,6250
33HZ2,215000,450000,5000,6250
34BN2,235000,468750,5000,6250
33HZ1,210000,450000,5000,6250
33HN2,215000,456250,5000,6250
34FZ1,250000,462500,5000,6250
34BN1,230000,468750,5000,6250
34CN2,225000,456250,5000,6250
34DN1,230000,456250,5000,6250
34BZ1,230000,462500,5000,6250
34CN1,220000,456250,5000,6250
34DZ1,230000,450000,5000,6250
34DN2,235000,456250,5000,6250
34EZ1,240000,462500,5000,6250
34BZ2,235000,462500,5000,6250
34EZ2,245000,462500,5000,6250
34CZ2,225000,450000,5000,6250
34DZ2,235000,450000,5000,6250
34EN1,240000,468750,5000,6250
34EN2,245000,468750,5000,6250
34FN2,255000,468750,5000,6250
34FN1,250000,468750,5000,6250
34GZ1,240000,450000,5000,6250
34GN2,245000,456250,5000,6250
34GN1,240000,456250,5000,6250
34CZ1,220000,450000,5000,6250
35AN2,265000,468750,5000,6250
36FZ2,55000,437500,5000,6250
34FZ2,255000,462500,5000,6250
